,ItemLabels,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016
AKWA IBOM,Mudfish (aro) fresh,914.29,833.33,834.4133290000001,933.35,1000,814.29,1190.385,1237.4825,1184.615,1207.06127636446,1263.87249999999,1193.65
AKWA IBOM,Mudfish : dried,1175.1325000000002,1379.38799999999,956.0079166666666,1255.3525,1375,1283.33333333333,1281.57916666667,1093.45333333333,1258.05125,1361.03128021297,1300.80333333333,1400.85
AKWA IBOM,Onion bulb,309.284444444443,351.61482142857096,281.97485714285654,237.39350649350598,289.11,477.5214285714285,297.601857142857,368.8717142857135,478.10375,451.1999247974995,465.32,500.21
AKWA IBOM,Rice agric sold loose,260.55,260.88871500000005,258.983333333333,300,280,320,340,353.33333333333303,332,320.717943746963,323.333333333333,433.33333333333303
AKWA IBOM,Rice local sold loose,168,263.968253968254,205.5714285714285,207.8571428571425,223.6274999999995,265.079285714285,275.33333333333303,297.111,471.428571428571,319.71905714285697,328,322.5591666666665
AKWA IBOM,Rice Medium Grained,250,200,230,211.11,280,280,280,321.5,397,362.3083805,393.33333333333303,383.33333333333303
AKWA IBOM,"Rice,imported high quality sold loose",336,335.714285714285,385,387.222222222222,341.666666666666,350.47619047619,372.8571428571425,383.8095238095235,445,423.978956726121,468.33333333333303,424.285714285714
AKWA IBOM,Tomato,478.0416666666665,607.596547619047,677.28,818.714285714285,751.59969696969,678.7679761904755,851.9039999999995,652.778,578.440624999999,550.658601333333,540.862999999999,550.25
AKWA IBOM,Yam tuber,209.94825,258.978571428571,293.025874999999,253.101428571428,272.210416666666,234.1573809523805,379.9559999999995,338.343285714285,386.76125,259.92034680659003,354.7537499999995,360.21
BAYELSA,Agric eggs medium size,359,352.6666666666665,365,449,529.583333333333,491.45833333333303,450.83333333333303,478.2142857142855,480.17496428571405,587.8390466321755,445.23809523809496,461.666666666666
BAYELSA,Agric eggs(medium size price of one),39,35.8571428571429,35.3333333333333,43,40.41666666666665,39.7222222222222,37.77777777777775,39.28571428571425,39.446785714285674,47.46315986739515,42.142857142857096,45.21
BAYELSA,"Beans brown,sold loose",364.8669999999995,366.761666666667,353.14666666666653,367.94,298.10249999999996,348.303333333333,318.85375,276.507857142857,277.64153935714273,440.5016752982595,414.8991666666665,482.8841666666665
BAYELSA,Beans:white black eye. sold loose,316.700333333333,342.560714285714,345.315833333333,346.041,309.619375,299.178333333333,347.8538888888885,259.0589285714285,260.12107017857136,413.761273576504,398.7016666666665,383.8649999999995
BAYELSA,Beef Bone in,1036.667,823.0775,878.104107142857,1188.958125,1033.147666666665,952.654166666666,1029.7625,1176.36107142857,1181.1841518214271,1089.55090598735,832.5687499999999,1168.36345238095
BAYELSA,"Beef,boneless",1040.741999999995,1171.569833333325,1009.49645833333,1103.56964285714,1097.5686249999899,900.897619047618,1148.8605555555516,998.160714285714,921.433173214285,1178.1207540456,1171.90374999999,1392.21
BAYELSA,Bread sliced 500g,321.6666666666665,310,355.83333333333303,402,424.9999999999995,410.4166666666665,361.1111111111105,380.83333333333303,382.3947499999997,402.8971428571425,339.58333333333303,407.5
BAYELSA,Bread unsliced 500g,295.83333333333303,304.1666666666665,250,350,280.25,316.666666666667,316.6666666666665,391.6666666666665,393.27249999999987,399.32571428571396,350.892857142857,367.5
BAYELSA,Broken Rice (Ofada),386.78,388.365798,389.9580977718,391.5569259726644,393.1623093691523,394.7742748375658,396.39284936439986,398.0180600467939,399.64993409298575,320.56,321.874296,333.89
BAYELSA,Chicken Feet,749.211249999999,771.976249999999,720.0805357142856,825.995,710.667666666666,1000,941.0566666666665,971.200357142855,975.1822786071407,1065.5456396666614,846.3930357142855,988.4542857142856
BAYELSA,Chicken Wings,886.3485,808.487,834.26,845.3161666666665,828.720333333333,1000,904.6625,830.7949999999995,834.2012594999995,1048.8057825,825.800833333333,935.157380952379
BAYELSA,Evaporated tinned milk carnation 170g,130,125,130,145,132.5,136.666666666666,136.66666666666652,130,130.533,143.389359187808,145,148.32
BAYELSA,"Evaporated tinned milk(peak), 170g",145,133.428571428571,137.3,144.5,144.4642857142855,143.194444444444,142.2222222222215,143.5714285714285,144.16007142857134,158.638316823683,145.3571428571425,149.285714285714
BAYELSA,Frozen chicken,1550,1575,1320,1250,1366.66666666667,1500,1341.66666666667,1496.42857142857,1404.20392857143,1394.48272506487,1355.54,1666.66666666667
BAYELSA,"Gari white,sold loose",251.6825,244.41875,281.8166666666665,315.975,294.04785714285697,238.54166666666652,318.750416666667,364.58357142857096,366.0783640714281,256.1798111938435,339.54619047618996,363.8891666666665
BAYELSA,"Gari yellow,sold loose",289.413666666667,252.751607142857,264.30600000000004,327.775,332.142857142857,254.1666666666665,302.430208333333,332.43964285714196, ,267.6528421897025,380.15833333333296,395.12
BAYELSA,Mudfish (aro) fresh,859.9924999999995,749.49675,1124.236785714285,951.5114285714285,1036.32625,1230.38299999999,744.77,1236.02916666666,1245.19688625,1242.26889327208,1278.805,1288.89107142857
BAYELSA,Mudfish : dried,942.648,1143.290249999995,1238.386875,1201.60333333333,1374.940625,1302.96880952381,1234.96214285714,1251.798571428571,1256.930945571428,1391.7901346479098,925.07375,1210.3624999999995
BAYELSA,Onion bulb,223.2974999999995,271.180333333333,282.1575,174.71145833333298,166.3393749999995,194.445555555555,261.208541666666,218.160714285714,219.05517321428542,304.574299051402,313.98535714285697,351.721547619047
BAYELSA,Rice agric sold loose,302.15999999999997,266.785857142857,325.18683333333297,307.73900000000003,362.51499999999953,338.22571428571,389.753333333333,407.856071428571,409.52828132142815,423.5735356466375,496.6147499999995,461.8338333333325
BAYELSA,Rice local sold loose,253.14625,253.6766666666665,259.26166666666654,292.60499999999945,300.925,333.09,355.5566666666665,314.7175,316.00784174999995,343.7574080018545,432.52833333333297,490.116571428571
BAYELSA,Rice Medium Grained,352.379999999999,237.96166666666647,283.7066666666665,272.9875,328.1062499999995,361.96299999999997,332.963333333333,348.14833333333297,349.57574149999965,341.463481774807,341.5,340
BAYELSA,"Rice,imported high quality sold loose",356.2436666666665,361.643714285714,329.97249999999997,311.758,349.920833333333,375.680833333333,381.27333333333297,389.141904761904,390.7373865714278,425.7887822552895,521.0794642857135,623.4749999999999
BAYELSA,Tomato,294.6155,295.57575,265.889196428571,307.402142857142,538.46,500.178541666666,416.07,387.073214285714,388.66021446428545,321.174330439009,478.7691666666665,488.2923809523805
BAYELSA,Yam tuber,184.286041666666,142.181875,252.78571428571348,267.480624999999,213.91988888888852,315.552083333333,451.87888888888847,318.878333333333,320.1857344999996,325.015784583204,459.3971428571425,500.45
CROSS RIVER,Agric eggs medium size,357.454545454545,346.875,360,384.75,385.125,376.125,397,389.142857142857,389.75,565.2812779155005,425.2777777777775,428.4821428571425
CROSS RIVER,Agric eggs(medium size price of one),30,30.78125,33.863636363636346,34,34.4375,33.5,33.5,35.142857142857096,35.9375,38.54851095412925,39.3055555555555,38.258928571428555
CROSS RIVER,"Beans brown,sold loose",256.543777777777,260.85285714285703,275.5337301587295,262.22233333333304,272.795833333333,309.723125,302.222,310.476571428571,344.332625,364.2429902545445,382.86138888888854,400.9675
CROSS RIVER,Beans:white black eye. sold loose,217.03330769230752,218.2033928571425,225.7884545454545,218.07753846153798,222.684375,275.223875,273.335,281.5891428571425,312.712875,332.798862472727,331.09119047619004,348.2501785714285
CROSS RIVER,Beef Bone in,811.845833333333,840.242,970.304,806.72,1024.4389999999999,824.50775,899.79125,800.2211666666665,815.342571428571,871.9956546999415,804.5616666666665,1047.92357142857
CROSS RIVER,"Beef,boneless",1012.3329999999945,1129.37875,1088.33222222222,854.2799999999995,965.5424107142845,1118.75,945.001,871.6193333333331,1021.68175,1147.91646488899,1087.607916666665,1115.9607142857099
CROSS RIVER,Bread sliced 500g,275,270,277.785714285714,280.9523809523805,278.29670329670296,305.83333333333303,370,300.7142857142855,331.75,365.080389055369,318.5416666666665,336.160714285714
CROSS RIVER,Bread unsliced 500g,229.66666666666652,285.625,236.30952380952348,224.9999999999995,228.285714285714,302.261904761904,315,270.7142857142855,301.875,288.68435745,308.6111111111105,300
CROSS RIVER,Broken Rice (Ofada),127.27,234.4425,273.864625,257.2925,259.225,209.093333333333,231.820416666666,253.79166666666652,342.3805,289.3475074465,298.9099999999995,319.84775
CROSS RIVER,Chicken Feet,883.333333333333,784.176666666666,885.021855333333,950,950,850.99,993.055,856.25,883.1016666666665,911.108128379984,968.518333333333,815
CROSS RIVER,Chicken Wings,816.6666666666665,818.4633333333331,820.2639526666665,950,975.55,1000,966.666666666666,900,900,975.316759400635,958.333333333333,875
CROSS RIVER,Evaporated tinned milk carnation 170g,122.45,122.71939,135.33,135.62772600000002,135.9261069972,136.22514443259385,110,111.25,150.75,157.689596110791,150,163.75
CROSS RIVER,"Evaporated tinned milk(peak), 170g",139.5192307692305,140.45454545454498,142.38888888888852,147.8461538461535,145.113636363636,142.5,143,139.142857142857,143.375,164.0027610065025,148.2142857142855,151.66666666666652
CROSS RIVER,Frozen chicken,1500,1500,1200,1500,1500,1200,1466.66666666666,1512.5,1637.5,1469.80356707615,1440,1562.5
CROSS RIVER,"Gari white,sold loose",110.5849999999995,130.0825,139.109545454545,151.573,174.70812499999948,169.68354166666649,168.5999999999995,302.774,179.801,177.545717716384,202.52949999999998,234.937857142857
CROSS RIVER,"Gari yellow,sold loose",118.5163846153845,127.780714285714,122.90290909090899,131.56607692307648,155.140375,172.32618055555548,350.315,327.0241428571425, ,181.16624103598002,184.854166666666,241.046964285714
CROSS RIVER,Mudfish (aro) fresh,1168.14,1140.5625,964.96666666666,783.333333333333,1037.639285714285,1004.091666666663,736.2474999999995,709.0054999999995,845.007083333333,1033.66320346767,852.996571428571,966.175
CROSS RIVER,Mudfish : dried,1329.4537500000001,1223.63722222222,1226.290625,1232.14471428571,1334.64696428571,1351.088846153846,1381.945,1358.181428571425,1445.719625,1403.94290209091,1485.18988888888,1558.88785714285
CROSS RIVER,Onion bulb,224.744107142857,298.265,258.9641818181815,219.4849999999995,252.28694444444352,265.388125,335.759,225.9795714285705,420.5139999999995,281.24626768127,313.9236111111105,462.164107142857
CROSS RIVER,Rice agric sold loose,172.7274999999995,204.389615384615,283.5714285714285,236.3624999999995,235.76033333333248,288.9621428571425,289.09199999999953,293.507857142857,370.44437499999947,359.56257081818103,375.5066666666665,361.5220238095235
CROSS RIVER,Rice local sold loose,146.9936153846145,161.51488636363598,198.333333333333,170.0732307692305,188.2850815217385,247.0463749999995,229.091,285.035999999999,242.27425,281.058158533672,320.708055555555,317.2628571428565
CROSS RIVER,Rice Medium Grained,178.79,290.3425,233.333333333333,199.9925,211.213,244.6987499999995,240.001,261.214333333333,360.304125,341.363534668181,366.2354285714285,367.8359999999995
CROSS RIVER,"Rice,imported high quality sold loose",192.651833333333,225.0009375,291.95727272727197,265.742,277.174,322.7261805555555,331.5144999999995,334.805285714285,386.36125,404.58666106666647,386.7666666666665,398.2317857142855
CROSS RIVER,Tomato,390.983999999999,356.218863636363,408.457,445.766666666666,473.731875,560.8004285714285,770.238,632.5544285714285,613.088444444444,424.5549424073455,501.404722222222,690.7334821428569
CROSS RIVER,Yam tuber,162.08499999999998,189.030833333333,168.5392045454545,213.964166666667,239.3037815126045,244.4030681818175,199.242999999999,233.594714285714,226.511,230.7711970666775,230.062777777778,224.379375
DELTA,Agric eggs medium size,344.583333333333,347.0175438596485,364.1666666666665,365.0534759358285,373.40909090909054,383.9393939393935,398.0555555555555,395.5,399.36913888888887,546.1423643779365,467.75,455.75
DELTA,Agric eggs(medium size price of one),29.79166666666665,30.813397129186548,35.6875,33.9210526315789,33.613636363636346,34.8863636363636,34.4444444444444,35,34.55811111111107,38.75248495636005,40,45.4444444444444
DELTA,"Beans brown,sold loose",261.4449999999995,254.542026143791,254.99450000000002,256.2734999999995,264.34303846153796,277.899545454545,281.386111111111,311.7204999999995,282.3146852777777,352.42322866666655,376.293625,371.966666666666
DELTA,Beans:white black eye. sold loose,227.19,219.410307017544,224.90733333333299,238.01535714285652,227.5746153846145,246.835324675324,251.0091666666665,282.9255,251.8374969166665,332.05681599999946,362.710555555555,350.733333333333
DELTA,Beef Bone in,1063.4775,985.404,936.50425,1004.47875,700,993.1974999999966,778.205333333333,824.616071428571,780.773410933333,892.611493455585,963.4343749999995,927.2298333333329
DELTA,"Beef,boneless",1043.6612499999994,1094.970568181815,972.986111111111,1078.224999999995,1086.37224999999,874.809,1085.5094999999951,947.3605,1089.0916813499953,1390.51047561444,1132.7776250000002,1224.34249999999
DELTA,Bread sliced 500g,197.26190476190402,239.16666666666652,250.41666666666652,257,257.83333333333303,299,340.625,293.33333333333303,341.74906250000004,333.32153049476847,320,313.625
DELTA,Bread unsliced 500g,187.5,290.384615384615,230.5952380952375,232.5,220,319.1666666666665,300,270,300.99,260.6137848556345,315,279.25
DELTA,Broken Rice (Ofada),160,212.5,176.66666666666652,200,280,250,240,240,240.79200000000003,239.7933911137885,313.845,316.9225
DELTA,Chicken Feet,784.089999999999,800,900,775,825,1000,900,956.25,902.97,1155.039702762075,947.7175,887.0899999999999
DELTA,Chicken Wings,825,1100,900,833.333333333333,1020,1116.6666666666652,925,1016.6666666666665,928.0525000000001,1191.65221775239,1091.875,963.6359999999995
DELTA,Evaporated tinned milk carnation 170g,123.333333333333,130,127.5,120.833333333333,130,135,140,130,140.46200000000002,137.093223755025,145,155
DELTA,"Evaporated tinned milk(peak), 170g",138.958333333333,137.5358851674635,133.4375,136.75,140.363636363636,142.833333333333,141.458333333333,138.6363636363635,141.925145833333,164.62628197476948,150,160
DELTA,Frozen chicken,1253.571428571425,1136.904761904755,1217.29166666667,1225,1256.25,1170,1208.3333333333298,1212.5,1212.32083333333,1423.051428571425,1262.5,1520
DELTA,"Gari white,sold loose",166.4066666666665,187.91525,198.773076923076,164.12288235294102,192.5570909090905,254.21795454545452,203.6243749999995,204.074166666666,204.29633543749952,178.014329259811,278.3324999999995,439.77699999999953
DELTA,"Gari yellow,sold loose",197.838181818181,236.817,245.646999999999,256.868210526316,230.14369230769148,221.590909090909,246.559444444444,265.416833333333, ,241.7678489119035,252.4982499999995,345.2088749999995
DELTA,Mudfish (aro) fresh,833.33,952.9883333333299,1136.93,991.665,1169.23,1158.3912500000001,882.2045833333281,1049.12333333333,885.1158584583281,1147.74330769556,974.4733333333329,1169.601666666665
DELTA,Mudfish : dried,1033.335,1185.71499999999,1285.71,1151.3,1223.2,1207.4175,1372.72666666667,1400.34875,1377.91666466667,1499.4703363998701,1419.16583333333,1487.46416666666
DELTA,Onion bulb,290.740666666666,332.661,339.72187499999995,298.41625,309.424,338.86125,261.1591666666665,268.4177777777775,262.02099191666656,343.093801255009,339.720999999999,276.8352857142855
DELTA,Rice agric sold loose,197.3425,223.9754166666665,215.728571428571,231.40833333333302,378.88916666666603,312.99924999999996,313.132083333333,421.892321428571,314.16541920833305,337.81080330179395,455.2883333333325,452.0666666666665
DELTA,Rice local sold loose,143.26440476190402,146.792979797979,190.6124358974355,178.474375,205.725486111111,262.380375,249.532714285714,288.24812499999996,250.35617224285687,289.25210069677803,340.3379999999995,360.68291666666653
DELTA,Rice Medium Grained,247.40833333333302,207.479047619047,235.555,263.222,348.44599999999946,302.55,300.53999999999996,337.22125,301.53178199999996,306.1537073273705,402.0335714285705,407.3491666666665
DELTA,"Rice,imported high quality sold loose",213.8902777777775,239.941770334928,252.9422857142855,263.024,393.2903846153845,358.42734848484804,343.40700000000004,449.846333333333,344.54024310000005,430.03487267508,410.40999999999997,467.9113333333325
DELTA,Tomato,380.890833333333,314.654166666667,345.1655,450.41625,797.72625,837.4873333333301,492.708125,319.33799999999997,494.3340618125,350.888397563853,362.931222222222,381.681142857143
DELTA,Yam tuber,167.1125,186.579967948717,270.613,205.3225,174.968214285714,260.165378787878,210.899444444444,215.11433333333298,211.59541261111067,228.09266029904649,224.052499999999,242.67475
EDO,Agric eggs medium size,375.75,359.58333333333303,339.285714285714,440.75,407.0202020202015,454.1666666666665,400,388.194444444444,376.313625,429.357758271992,451.0416666666665,475.5
EDO,Agric eggs(medium size price of one),30,31.30681818181815,37.10416666666665,34.75,34.88888888888885,38.125,37.35714285714285,36.3194444444444,30.045,45.07490802967255,41.25,40
EDO,"Beans brown,sold loose",211.00178571428552,213.0393055555555,237.70875,227.542,258.255757575757,301.31937500000004,284.46446428571403,265.7502499999995,311.318288392857,329.4004293201085,319.8147916666665,316.69425
EDO,Beans:white black eye. sold loose,168.65514285714198,166.968333333333,224.335714285714,192.43799999999948,216.870882352941,263.1943055555555,240.63485714285702,232.7775,268.908125571428,272.3830276031355,287.887083333333,257.75
EDO,Beef Bone in,1038.23555555555,809.16833333333,952.234666666666,816.559444444444,864.4255555555555,726.125,670.2923214285711,838.8395833333329,1040.09290888889,1134.80506120297,1191.4445,1153.11041666667
EDO,"Beef,boneless",831.3655769230766,1119.290416666665,886.8381944444435,802.877777777777,1086.9,1045.3884126984099,1204.9930357142855,864.045625,882.612625288461,1207.460866902183,1284.56458333333,1390.78986111111
EDO,Bread sliced 500g,217.428571428571,234.16666666666652,247.8571428571425,253.75,225.111111111111,250,325,252.142857142857,217.75471428571385,318.60009512845,320,350.125
EDO,Bread unsliced 500g,166.428571428571,300,217.8571428571425,201.25,193.048611111111,250,325,209.642857142857,300,248.49287407823653,280.7142857142855,259.444444444444
EDO,Broken Rice (Ofada),262.5,252.5,300,272.5,312.5,284.583333333333,293.75,353.125,292.89375,300.75,270.87,393.75
EDO,Chicken Feet,750,740.5,700.21,900,850,787.9,716.666666666667,890.98,750.975,751.0969160759995,718.75,658.333333333333
EDO,Chicken Wings,826.19,975,900,849.6,1162.5,1100,1171.42857142857,1137.5,927.279285,1156.316299291195,940.83375,1079.1675
EDO,Evaporated tinned milk carnation 170g,120,115.89,120,130.07,103.333333333333,120,117.5,115,120.18,117.695666547565,150,119.1666666666665
EDO,"Evaporated tinned milk(peak), 170g",136.9642857142855,138.522727272727,137.444444444444,140.5,140.444444444444,139.375,143.142857142857,137.361111111111,147.169732142857,160.46584205829998,147.125,151.25
EDO,Frozen chicken,1058.3333333333298,1274.999999999995,1291.66666666666,1112.5,1306.6666666666652,1260,1160.7142857142849,1237.5,1259.92083333333,1411.0942045454499,1233.33333333333,1515.625
EDO,"Gari white,sold loose",134.7306249999995,136.5275,149.6143749999995,146.216,198.315151515151,184.999,168.1258928571425,171.22624999999948,154.9327209375,215.411503724219,238.662857142857,299.495
EDO,"Gari yellow,sold loose",145.527916666666,155.985,154.381583333333,163.85500000000002,213.67094017094,133.333333333333,169.04874999999998,185.8339999999995, ,214.81002857466302,264.722916666666,291.02075
EDO,Mudfish (aro) fresh,769.23,733.33,926.54833333333,875.021666666666,822.1225000000001,935.575,1104.374166666665,1174.68,970.383845,1054.261318339028,909.0995833333329,1195.47357142857
EDO,Mudfish : dried,1433.33,1538.3125,1238.97,1250,1356.161249999995,1275.675,1220.303,1285.70916666666,1435.479995,1684.249084124745,1502.6,1514.2925
EDO,Onion bulb,172.679375,183.154333333333,151.0114285714285,149.9041269841265,267.916,171.698055555555,161.2121428571425,141.6216666666665,272.9383940625,300.1743000239315,315.816875,306.9272916666665
EDO,Rice agric sold loose,225,237.5,227.7749999999995,275,341.6666666666665,412.5,312.5,362.5,285.3375,317.20047668069253,381.018333333333,440
EDO,Rice local sold loose,172.1875,174.0788888888885,218.541142857142,193.89,254.3653968253965,284.58333333333303,280.125,296.25,272.44578125,330.9093125,316.56059523809495,326.111
EDO,Rice Medium Grained,195.833333333333,197.003333333333,230.105714285714,234.25,306.805833333333,335.83333333333303,304.1666666666665,363.95833333333303,196.12708333333302,357.859291400174,392.166875,402.037222222222
EDO,"Rice,imported high quality sold loose",276.964285714285,290.795454545455,246.3303125,279.34000000000003,383.9199999999995,342.9166666666665,345.928571428571,404.722222222222,277.3797321428564,427.225020833333,410.625,448
EDO,Tomato,284.343124999999,250.115,265.151428571429,285.870317460317,284.48305555555,316.960793650793,383.345714285714,290.425833333332,284.619639687499,278.7251566875235,255.263541666667,286.849375
EDO,Yam tuber,137.025769230769,137.324583333333,140.271611111111,156.792063492063,155.92923076923051,157.51317460317398,146.970625,154.7725,157.186307884615,189.2428783799335,171.086249999999,213.4195
RIVERS,Agric eggs medium size,357.83333333333303,354.722222222222,357.2727272727265,393.5714285714285,403.8311688311685,432.8571428571425,430,417.5,419.71275,557.3063928261665,459.444444444444,470.84615384615347
RIVERS,Agric eggs(medium size price of one),30,35,36.9090909090909,34.821428571428555,35.324675324675255,38.54166666666665,38.61111111111105,35.76388888888885,35.953437499999964,48.5527060387369,40.55555555555555,45
RIVERS,"Beans brown,sold loose",276.3769999999995,267.27687499999945,290.7806538461535,277.6249999999995,313.525875,327.11255952380895,314.6916666666665,312.00396825396797,313.65758928571404,387.98375375,372.68555555555497,379.462538461538
RIVERS,Beans:white black eye. sold loose,245.5043749999995,247.3291176470585,275.7461923076915,250.0727777777775,283.1041666666665,295.18517857142797,298.2661111111105,297.558015873015,299.135073357142,381.6394549999995,362.551666666666,367.985538461538
RIVERS,Beef Bone in,891.694,815.572777777777,910.31625,992.1145238095215,842.442159090909,848.3116666666665,783.3458333333331,822.9166666666665,827.2781249999999,930.5849004537615,883.685,852.740909090909
RIVERS,"Beef,boneless",1240.828611111105,1153.55708333333,1040.660409090909,1007.45180555555,1015.7684722222185,1153.55069444444,1254.44666666666,1595.76294642857,1604.2204900446416,1276.5931764111801,1158.8228749999948,1329.543615384615
RIVERS,Bread sliced 500g,295,292.5,318.5,321.25,317.5,325,349.4047619047615,353.571428571428,355.4453571428566,412.1882275552635,315.625,389.6153846153845
RIVERS,Bread unsliced 500g,280.5,317.9166666666665,250,324.75,308.642857142857,312.272727272727,337.5,337.8571428571425,339.64778571428536,322.845,333.33333333333303,366.15384615384596
RIVERS,Broken Rice (Ofada),257.27,258.633531,545.45,318.18,363.64,352.275,295.455,340.90999999999997,342.716823,418.5625,411.72666666666646,505.41249999999997
RIVERS,Chicken Feet,733.333333333333,770.833333333333,704.166666666667,883.333333333333,857.142857142857,1000,850,1154.16625,1160.2833311250001,809.9566076835949,1011.1116666666666,900
RIVERS,Chicken Wings,900,870,890,990.87,1125,1100,1045,1015,1020.3795000000001,1170.6875,966.666666666665,1154.166875
RIVERS,Evaporated tinned milk carnation 170g,120,120.63600000000001,121.27537080000002,130,130,130,130,130,130.583,126.79600226328,127.415021075275,140
RIVERS,"Evaporated tinned milk(peak), 170g",137.66666666666652,137.5,146.794871794871,146,147.840909090909,148.4523809523805,147.2222222222215,143.26388888888852,144.02318749999964,168.9378971639955,149.444444444444,151.15384615384602
RIVERS,Frozen chicken,1408.0357142857101,1485.71428571428,1400,1428.57142857142,1375,1400,1405,1475,1482.8175,1285.1566955847384,1350,1577.777777777775
RIVERS,"Gari white,sold loose",128.390833333332,124.77625,138.419269230769,162.8616666666665,223.4008080808075,227.4899999999995,216.715833333333,203.42714285714248,204.50530671428535,215.9649129062495,233.2888888888885,222.4792307692305
RIVERS,"Gari yellow,sold loose",223.3775,224.133088235294,247.147923076923,263.472916666666,227.8238636363635,236.363636363636,219.666944444444,211.76047619047552, ,222.5183314124995,241.62222222222152,239.122692307692
RIVERS,Mudfish (aro) fresh,875.116666666666,899.59,958.8987500000001,834.495,1170.24,883.096,825,889.583333333333,893.238125,959.171579097195,850.630416666667,1281.111
RIVERS,Mudfish : dried,1274.185,1259.525,1110.9524999999999,1378.846,1272.5775,1100.13,1366.6666666666652,1100,1105.8300000000002,1424.064287728585,1431.46833333333,1589.31666666667
RIVERS,Onion bulb,290.617443181818,212.9472794117645,251.22392307692297,227.3749999999995,256.11111111111103,199.71513888888848,181.3416666666665,203.7765079365075,204.856523428571,241.809120104449,267.267361111111,226.067714285714
RIVERS,Rice agric sold loose,272.73,250.593999999999,264.25,304.35,318.18,363.64,363.64,365.567292,367.5047986476,239.7246736243485,378.26,440.91
RIVERS,Rice local sold loose,230.2149999999995,200.534285714285,242.03,243.31275900000003,363.64,303.55899999999997,311.58583333333297,357.21416666666596,359.1074017499993,391.5118517142855,463.429375,398.40151515151445
RIVERS,Rice Medium Grained,255.95166666666597,246.4483928571425,276.973333333333,283.1595,351.92142857142846,362.7743749999995,400.648571428571,404.35749999999996,406.50059475,420.7871604828865,532.0136666666665,540.4478333333329
RIVERS,"Rice,imported high quality sold loose",290.580833333333,277.5955555555555,283.6923846153845,324.00611111111095,417.6765656565655,416.257083333333,403.02049999999997,444.7632638888885,447.12050918749964,464.3970927719445,568.2967361111109,593.7135576923075
RIVERS,Tomato,339.6841666666665,239.64499999999953,336.9676249999995,311.0593055555555,373.55430555555,356.381249999999,434.818749999999,518.315595238095,521.062667892857,499.473061117142,433.769285714285,558.474047619047
RIVERS,Yam tuber,128.4040277777775,145.674999999999,174.35430555555502,163.4174999999995,186.938295454545,449.62055555555503,331.09124999999,253.643055555553,257.107363749998,283.340058682039,286.669125,246.9103846153845
ADAMAWA,Agric eggs medium size,258,300,336,319.761904761904,420.5,323.5,288,315,348,335.399473770153,345,350.21
ADAMAWA,Agric eggs(medium size price of one),32.0833333333333,30,32.7083333333333,45.2767857142857,32.375,35,32.8125,30.8333333333333,31.5833333333333,48.31972006941085,39.28571428571425,40.6
ADAMAWA,"Beans brown,sold loose",242.3333333333325,197.977999999999,206.3518749999995,224.0268749999995,212.13375,230.1191666666665,246.595595238095,234.509583333333,198.432833333333,226.8600966666665,338.36,331.1
ADAMAWA,Beans:white black eye. sold loose,226.2437499999995,164.688333333333,197.222291666666,218.5881249999995,183.322,224.415833333333,229.1596875,225.9441666666665,247.67433333333253,250.17594113939998,256.6579999999995,255.03
ADAMAWA,Beef Bone in,841.1600000000001,723.339,784.8835,785,785.1165,861.3005,869.89619047619,855.5549999999995,865.13825,904.955080249999,971.025,988.23
ADAMAWA,"Beef,boneless",817.5,1173.83875,785.6501666666665,944.216666666665,884.175,884.2339999999995,867.1299999999994,843.9124999999995,928.8139999999995,929,929.186,861.905
ADAMAWA,Bread sliced 500g,225,250,278.33333333333303,216.666666666666,200,280,300,210,265,287.280851074712,280,243
ADAMAWA,Bread unsliced 500g,220,250,184.375,190,186.666666666666,287.5,300,200,250,242.910110961729,250,257.089889038271
ADAMAWA,Broken Rice (Ofada),160.51166666666649,139.6075,183.40649999999948,206.55,207.08499999999998,298.885833333333,228.88333333333298,230,231.116666666667,232.233333333334,275.24,280.25
ADAMAWA,Chicken Feet,471.73,472.82,473.91,475,476.09,477.18,478.27,479.36,501.55000000000007,502,500,501.55000000000007
ADAMAWA,Chicken Wings,460.14,467.5,474.86,475,475.14,475.28,475,461.566434,468.94925000000006,469,469.05075,469.1015
ADAMAWA,Evaporated tinned milk carnation 170g,122.76,125,120,133.333333333333,191.66666666666652,126.25,130,127.5,135,130.1524211685275,123.75,123.85
ADAMAWA,"Evaporated tinned milk(peak), 170g",138.333333333333,137,142.25,145.428571428571,140.5,145,148.125,147.91666666666652,142.7777777777775,149.109853085941,144.66666666666652,146.333333333333
ADAMAWA,Frozen chicken,1100,1150,1150.67,1151,1152.01,1152,1153.35,1154.802,1154.69,1155.36,1156.03,1157
ADAMAWA,"Gari white,sold loose",134.3874999999995,154.212999999999,173.0681249999995,183.8499107142855,224.5322499999995,152.98849999999948,160.2591666666665,167.623333333333,158.75749999999948,221.60192424145703,248.076833333333,250.23
ADAMAWA,"Gari yellow,sold loose",192.31,179.71,186.44916666666649,196.51,241.378611111111,182.565,174.5279166666665,177.95125000000002, ,222.1721494499995,294.4466666666665,300.05
ADAMAWA,Mudfish (aro) fresh,638.89,659.91,756.9124999999999,611.4575,861.9925000000001,837.5693333333329,884.383333333333,846.863333333333,832.1975,749.26192211139,800.65,830
